Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
05-12-2022,17:18,05-12-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 122,71 EUR",,,,EUR,27.29,
05-12-2022,17:18,05-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,122.71,EUR,150.00,
05-12-2022,09:51,02-12-2022,,,iDEAL Deposit,,EUR,150.00,EUR,27.29,
05-12-2022,09:51,02-12-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-150.00,EUR,-122.71,
02-12-2022,11:49,01-12-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 24,68 EUR",,,,EUR,27.29,
02-12-2022,11:49,01-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,24.68,EUR,51.97,
01-12-2022,17:26,01-12-2022,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,"Koop 2 @ 73,696 EUR",,EUR,-147.39,EUR,27.29,551f8e24-9758-4ad6-8bba-637a58ced34c
01-12-2022,17:20,01-12-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,150.00,EUR,174.68,
14-11-2022,17:49,14-11-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 275,32 EUR",,,,EUR,24.68,
14-11-2022,17:49,14-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,275.32,EUR,300.00,
14-11-2022,10:01,11-11-2022,,,iDEAL Deposit,,EUR,300.00,EUR,24.68,
14-11-2022,10:01,11-11-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-300.00,EUR,-275.32,
11-11-2022,12:49,10-11-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 13,7 EUR",,,,EUR,24.68,
11-11-2022,12:49,10-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,13.70,EUR,38.38,
10-11-2022,17:56,10-11-2022,AMAZON.COM INC.,US0231351067,Valuta Creditering,1.0154,USD,292.44,USD,0.00,7e0d3108-9b88-41c9-989d-82ab211c9ec1
10-11-2022,17:56,10-11-2022,AMAZON.COM INC.,US0231351067,Valuta Debitering,,EUR,-288.02,EUR,24.68,7e0d3108-9b88-41c9-989d-82ab211c9ec1
10-11-2022,17:56,10-11-2022,AMAZON.COM INC.,US0231351067,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,312.70,7e0d3108-9b88-41c9-989d-82ab211c9ec1
10-11-2022,17:56,10-11-2022,AMAZON.COM INC.,US0231351067,"Koop 3 @ 97,48 USD",,USD,-292.44,USD,-292.44,7e0d3108-9b88-41c9-989d-82ab211c9ec1
10-11-2022,17:47,10-11-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,300.00,EUR,313.70,
08-11-2022,17:03,08-11-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 86,3 EUR",,,,EUR,13.70,
08-11-2022,17:03,08-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,86.30,EUR,100.00,
08-11-2022,09:41,07-11-2022,,,iDEAL Deposit,,EUR,100.00,EUR,13.70,
08-11-2022,09:41,07-11-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-100.00,EUR,-86.30,
07-11-2022,16:34,07-11-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 19,74 EUR",,,,EUR,13.70,
07-11-2022,16:34,07-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,19.74,EUR,33.44,
07-11-2022,10:25,07-11-2022,WISDOMTREE CYBERSECURITY UCITS ETF,IE00BLPK3577,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,13.70,2bd7490c-07a6-4c0c-87af-26e2a9bc1c1e
07-11-2022,10:25,07-11-2022,WISDOMTREE CYBERSECURITY UCITS ETF,IE00BLPK3577,"Koop 7 @ 14,72 EUR",,EUR,-103.04,EUR,16.70,2bd7490c-07a6-4c0c-87af-26e2a9bc1c1e
07-11-2022,10:23,07-11-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,100.00,EUR,119.74,
04-11-2022,13:35,04-11-2022,COPART,US2172041061,"STOCK SPLIT: Koop 6 @ 56,695 USD",,USD,-340.17,USD,0.00,
04-11-2022,13:35,04-11-2022,COPART,US2172041061,"STOCK SPLIT: Verkoop 3 @ 113,39 USD",,USD,340.17,USD,340.17,
02-10-2022,10:10,30-09-2022,,,Flatex Interest Income,,EUR,0.00,EUR,19.74,
30-09-2022,17:49,30-09-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 9,97 EUR",,,,EUR,19.74,
30-09-2022,17:49,30-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-9.97,EUR,9.77,
30-09-2022,07:44,29-09-2022,,,Valuta Creditering,,EUR,9.97,EUR,19.74,
30-09-2022,07:44,29-09-2022,,,Valuta Debitering,0.9840,USD,-9.81,USD,0.00,
29-09-2022,08:25,28-09-2022,,,DEGIRO Corporate Action Kosten,,USD,-0.16,USD,9.81,
29-09-2022,08:24,28-09-2022,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,1.57,USD,9.97,
29-09-2022,08:21,28-09-2022,,,DEGIRO Corporate Action Kosten,,USD,-0.12,USD,8.40,
29-09-2022,08:21,28-09-2022,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,1.16,USD,8.52,
29-09-2022,08:04,28-09-2022,,,DEGIRO Corporate Action Kosten,,USD,-0.48,USD,7.36,
29-09-2022,08:03,28-09-2022,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,4.75,USD,7.84,
29-09-2022,07:52,28-09-2022,,,DEGIRO Corporate Action Kosten,,USD,-0.34,USD,3.09,
29-09-2022,07:51,28-09-2022,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,Dividend,,USD,3.43,USD,3.43,
16-09-2022,17:18,16-09-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 2,18 EUR",,,,EUR,9.77,
16-09-2022,17:18,16-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-2.18,EUR,7.59,
16-09-2022,06:25,15-09-2022,,,DEGIRO Corporate Action Kosten,,EUR,-0.24,EUR,9.77,
16-09-2022,06:25,15-09-2022,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,Dividend,,EUR,2.42,EUR,10.01,
15-09-2022,16:48,15-09-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 262,41 EUR",,,,EUR,7.59,
15-09-2022,16:48,15-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,262.41,EUR,270.00,
15-09-2022,09:41,14-09-2022,,,iDEAL Deposit,,EUR,270.00,EUR,7.59,
15-09-2022,09:41,14-09-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-270.00,EUR,-262.41,
14-09-2022,10:18,13-09-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 3,76 EUR",,,,EUR,7.59,
14-09-2022,10:18,13-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,3.76,EUR,11.35,
13-09-2022,21:39,13-09-2022,NVIDIA CORP,US67066G1040,Valuta Creditering,0.9952,USD,263.90,USD,0.00,c7f66c96-00c0-4099-8bdf-06446152df83
13-09-2022,21:39,13-09-2022,NVIDIA CORP,US67066G1040,Valuta Debitering,,EUR,-265.17,EUR,7.59,c7f66c96-00c0-4099-8bdf-06446152df83
13-09-2022,21:39,13-09-2022,NVIDIA CORP,US67066G1040,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,272.76,c7f66c96-00c0-4099-8bdf-06446152df83
13-09-2022,21:39,13-09-2022,NVIDIA CORP,US67066G1040,"Koop 2 @ 131,95 USD",,USD,-263.90,USD,-263.90,c7f66c96-00c0-4099-8bdf-06446152df83
13-09-2022,21:37,13-09-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,270.00,EUR,273.76,
09-09-2022,17:48,09-09-2022,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank,,,,EUR,3.76,
,,,,,"236,24 EUR",,,,,,
09-09-2022,17:48,09-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,236.24,EUR,240.00,
09-09-2022,09:41,08-09-2022,,,iDEAL Deposit,,EUR,240.00,EUR,3.76,
09-09-2022,09:41,08-09-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-240.00,EUR,-236.24,
08-09-2022,17:03,08-09-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 6,61 EUR",,,,EUR,3.76,
08-09-2022,17:03,08-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,6.61,EUR,10.37,
08-09-2022,09:04,08-09-2022,WISDOMTREE CYBERSECURITY UCITS ETF,IE00BLPK3577,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,3.76,c3e01520-9296-433b-a124-0c69291afeb6
08-09-2022,09:04,08-09-2022,WISDOMTREE CYBERSECURITY UCITS ETF,IE00BLPK3577,"Koop 13 @ 18,45 EUR",,EUR,-239.85,EUR,6.76,c3e01520-9296-433b-a124-0c69291afeb6
07-09-2022,18:42,07-09-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,240.00,EUR,246.61,
22-08-2022,16:48,22-08-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4,28 EUR",,,,EUR,6.61,
22-08-2022,16:48,22-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-4.28,EUR,2.33,
21-08-2022,03:26,19-08-2022,,,DEGIRO Corporate Action Kosten,,EUR,-0.48,EUR,6.61,
21-08-2022,03:26,19-08-2022,FLOW TRADERS NV,NL0011279492,Dividend,,EUR,5.60,EUR,7.09,
21-08-2022,03:26,19-08-2022,FLOW TRADERS NV,NL0011279492,Dividendbelasting,,EUR,-0.84,EUR,1.49,
28-07-2022,16:47,28-07-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 214,67 EUR",,,,EUR,2.33,
28-07-2022,16:47,28-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,214.67,EUR,217.00,
28-07-2022,13:41,27-07-2022,,,iDEAL Deposit,,EUR,17.00,EUR,2.33,
28-07-2022,13:41,27-07-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-17.00,EUR,-14.67,
28-07-2022,13:41,27-07-2022,,,iDEAL Deposit,,EUR,200.00,EUR,2.33,
28-07-2022,13:41,27-07-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-200.00,EUR,-197.67,
27-07-2022,16:47,27-07-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 7,2 EUR",,,,EUR,2.33,
27-07-2022,16:47,27-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,7.20,EUR,9.53,
27-07-2022,12:24,27-07-2022,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,"Koop 3 @ 73,956 EUR",,EUR,-221.87,EUR,2.33,670144c3-5181-4c31-93ea-3968ec621904
27-07-2022,12:21,27-07-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,17.00,EUR,224.20,
27-07-2022,12:17,27-07-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,200.00,EUR,207.20,
02-07-2022,04:31,30-06-2022,,,Flatex Interest,,EUR,-0.28,EUR,7.20,
02-07-2022,01:18,01-07-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4,98 EUR",,,,EUR,7.48,
02-07-2022,01:18,01-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-4.98,EUR,2.50,
01-07-2022,08:48,30-06-2022,,,Valuta Creditering,,EUR,4.98,EUR,7.48,
01-07-2022,08:48,30-06-2022,,,Valuta Debitering,1.0509,USD,-5.23,USD,0.00,
30-06-2022,17:33,30-06-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1,28 EUR",,,,EUR,2.50,
30-06-2022,17:33,30-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.28,EUR,1.22,
30-06-2022,10:12,29-06-2022,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,3.07,USD,5.23,
30-06-2022,08:09,29-06-2022,,,DEGIRO Corporate Action Kosten,,USD,-0.24,USD,2.16,
30-06-2022,08:09,29-06-2022,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,2.40,USD,2.40,
30-06-2022,07:31,29-06-2022,,,Valuta Creditering,,EUR,1.28,EUR,2.50,
30-06-2022,07:31,29-06-2022,,,Valuta Debitering,1.0468,USD,-1.34,USD,0.00,
29-06-2022,07:48,29-06-2022,,,DEGIRO Corporate Action Kosten,,USD,-0.15,USD,1.34,
29-06-2022,07:48,29-06-2022,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,1.49,USD,1.49,
16-06-2022,16:47,16-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 203,39 EUR",,,,EUR,1.22,
16-06-2022,16:47,16-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,203.39,EUR,204.61,
16-06-2022,14:16,16-06-2022,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,"Koop 3 @ 67,796 EUR",,EUR,-203.39,EUR,1.22,5bf86a24-4afe-416e-a38f-092a06e4f4a5
15-06-2022,16:32,15-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 95,39 EUR",,,,EUR,204.61,
15-06-2022,16:32,15-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,95.39,EUR,300.00,
15-06-2022,10:02,14-06-2022,,,iDEAL Deposit,,EUR,175.00,EUR,204.61,
15-06-2022,10:02,14-06-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-175.00,EUR,29.61,
15-06-2022,10:02,14-06-2022,,,iDEAL Deposit,,EUR,125.00,EUR,204.61,
15-06-2022,10:02,14-06-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-125.00,EUR,79.61,
15-06-2022,09:09,15-06-2022,,,DEGIRO Corporate Action Kosten,,EUR,-0.29,EUR,204.61,
15-06-2022,09:09,15-06-2022,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,Dividend,,EUR,2.94,EUR,204.90,
14-06-2022,18:47,14-06-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 75,1 EUR",,,,EUR,201.96,
14-06-2022,18:47,14-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,75.10,EUR,277.06,
13-06-2022,16:03,13-06-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,175.00,EUR,201.96,
13-06-2022,16:02,13-06-2022,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,"Koop 2 @ 86,57 EUR",,EUR,-173.14,EUR,26.96,638d5b5f-2d00-4406-84d8-d5a8a545d416
13-06-2022,16:00,13-06-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,125.00,EUR,200.10,
26-05-2022,17:17,26-05-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 24,9 EUR",,,,EUR,75.10,
26-05-2022,17:17,26-05-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,24.90,EUR,100.00,
26-05-2022,08:41,25-05-2022,,,iDEAL Deposit,,EUR,100.00,EUR,75.10,
26-05-2022,08:41,25-05-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-100.00,EUR,-24.90,
24-05-2022,16:55,24-05-2022,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,"Koop 4 @ 68,726 EUR",,EUR,-274.90,EUR,75.10,24f80bf3-a88f-48e5-ba0a-e9faf04e8e26
24-05-2022,16:54,24-05-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,100.00,EUR,350.00,
24-05-2022,16:47,24-05-2022,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 250 EUR,,,,EUR,250.00,
24-05-2022,16:47,24-05-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,250.00,EUR,500.00,
24-05-2022,09:41,23-05-2022,,,iDEAL Deposit,,EUR,250.00,EUR,250.00,
24-05-2022,09:41,23-05-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-250.00,EUR,0.00,
23-05-2022,09:28,23-05-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,250.00,EUR,250.00,
16-05-2022,09:10,16-05-2022,,,Processed Flatex Withdrawal,,EUR,614.72,EUR,0.00,
16-05-2022,09:10,16-05-2022,,,flatex terugstorting,,EUR,-614.72,EUR,-614.72,
13-05-2022,12:45,13-05-2022,,,Processed Flatex Withdrawal,,EUR,-614.72,EUR,0.00,
06-05-2022,17:32,06-05-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 2,14 EUR",,,,EUR,614.72,
06-05-2022,17:32,06-05-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-2.14,EUR,612.58,
06-05-2022,09:46,06-05-2022,,,DEGIRO Corporate Action Kosten,,EUR,-0.24,EUR,614.72,
06-05-2022,09:46,06-05-2022,FLOW TRADERS NV,NL0011279492,Dividend,,EUR,2.80,EUR,614.96,
06-05-2022,09:46,06-05-2022,FLOW TRADERS NV,NL0011279492,Dividendbelasting,,EUR,-0.42,EUR,612.16,
02-05-2022,18:17,02-05-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 173,24 EUR",,,,EUR,612.58,
02-05-2022,18:17,02-05-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-173.24,EUR,439.34,
02-05-2022,10:09,02-05-2022,SNAM SPA,IT0003153415,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.90,EUR,612.58,373a3747-9771-473a-a6ee-cabc746d27e3
02-05-2022,10:09,02-05-2022,SNAM SPA,IT0003153415,"Verkoop 34 @ 5,21 EUR",,EUR,177.14,EUR,616.48,373a3747-9771-473a-a6ee-cabc746d27e3
29-04-2022,10:32,28-04-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 209,18 EUR",,,,EUR,439.34,
29-04-2022,10:32,28-04-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,209.18,EUR,648.52,
28-04-2022,15:17,28-04-2022,PALANTIR TECHNOLOGIES INC,US69608A1088,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.90,EUR,439.34,ce634be9-0f76-4999-8b90-5c5a2da96cde
28-04-2022,15:17,28-04-2022,PALANTIR TECHNOLOGIES INC,US69608A1088,"Koop 20 @ 10,264 EUR",,EUR,-205.28,EUR,443.24,ce634be9-0f76-4999-8b90-5c5a2da96cde
26-04-2022,14:50,27-04-2022,,,Processed Flatex Withdrawal,,EUR,307.65,EUR,648.52,
26-04-2022,14:50,27-04-2022,,,flatex terugstorting,,EUR,-307.65,EUR,340.87,
26-04-2022,14:50,27-04-2022,,,Processed Flatex Withdrawal,,EUR,30.00,EUR,648.52,
26-04-2022,14:50,27-04-2022,,,flatex terugstorting,,EUR,-30.00,EUR,618.52,
26-04-2022,13:42,25-04-2022,,,iDEAL Deposit,,EUR,40.00,EUR,648.52,
26-04-2022,13:42,25-04-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-40.00,EUR,608.52,
26-04-2022,13:41,25-04-2022,,,iDEAL Deposit,,EUR,40.00,EUR,648.52,
26-04-2022,13:41,25-04-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-40.00,EUR,608.52,
26-04-2022,13:41,25-04-2022,,,iDEAL Deposit,,EUR,300.00,EUR,648.52,
26-04-2022,13:41,25-04-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-300.00,EUR,348.52,
26-04-2022,10:17,25-04-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 268,52 EUR",,,,EUR,648.52,
26-04-2022,10:17,25-04-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-268.52,EUR,380.00,
25-04-2022,17:01,25-04-2022,NETFLIX INC,US64110L1061,Valuta Debitering,1.0736,USD,-617.19,USD,0.00,715e5b83-96b3-4d08-8372-ddcc3ef9696b
25-04-2022,17:01,25-04-2022,NETFLIX INC,US64110L1061,Valuta Creditering,,EUR,574.89,EUR,648.52,715e5b83-96b3-4d08-8372-ddcc3ef9696b
25-04-2022,17:01,25-04-2022,NETFLIX INC,US64110L1061,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,73.63,715e5b83-96b3-4d08-8372-ddcc3ef9696b
25-04-2022,17:01,25-04-2022,NETFLIX INC,US64110L1061,"Verkoop 3 @ 205,73 USD",,USD,617.19,USD,617.19,715e5b83-96b3-4d08-8372-ddcc3ef9696b
25-04-2022,16:47,25-04-2022,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 300 EUR,,,,EUR,74.13,
25-04-2022,16:47,25-04-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,300.00,EUR,374.13,
25-04-2022,14:41,22-04-2022,,,iDEAL Deposit,,EUR,300.00,EUR,74.13,
25-04-2022,14:41,22-04-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-300.00,EUR,-225.87,
22-04-2022,17:21,22-04-2022,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,"Koop 4 @ 76,469 EUR",,EUR,-305.88,EUR,74.13,a8640c26-5bfb-4deb-a7f2-1af42f4f5e78
22-04-2022,17:20,22-04-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,40.00,EUR,380.01,
22-04-2022,17:19,22-04-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,40.00,EUR,340.01,
22-04-2022,17:17,22-04-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,300.00,EUR,300.01,
22-04-2022,16:47,22-04-2022,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 440 EUR,,,,EUR,0.01,
22-04-2022,16:47,22-04-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,440.00,EUR,440.01,
22-04-2022,11:41,21-04-2022,,,iDEAL Deposit,,EUR,230.00,EUR,0.01,
22-04-2022,11:41,21-04-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-230.00,EUR,-229.99,
22-04-2022,11:40,21-04-2022,,,iDEAL Deposit,,EUR,200.00,EUR,0.01,
22-04-2022,11:40,21-04-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-200.00,EUR,-199.99,
22-04-2022,11:40,21-04-2022,,,iDEAL Deposit,,EUR,10.00,EUR,0.01,
22-04-2022,11:40,21-04-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-10.00,EUR,-9.99,
22-04-2022,09:47,21-04-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 337,65 EUR",,,,EUR,0.01,
22-04-2022,09:47,21-04-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-337.65,EUR,-337.64,
21-04-2022,17:18,21-04-2022,,,Processed Flatex Withdrawal,,EUR,-307.65,EUR,0.01,
21-04-2022,17:14,21-04-2022,CYNGN INC. - COMMON STOCK,US23257B1070,Valuta Debitering,1.0878,USD,-143.20,USD,0.00,0c009e47-c1cd-46b2-b855-824821a5f441
21-04-2022,17:14,21-04-2022,CYNGN INC. - COMMON STOCK,US23257B1070,Valuta Creditering,,EUR,131.64,EUR,307.66,0c009e47-c1cd-46b2-b855-824821a5f441
21-04-2022,17:14,21-04-2022,CYNGN INC. - COMMON STOCK,US23257B1070,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,176.02,0c009e47-c1cd-46b2-b855-824821a5f441
21-04-2022,17:14,21-04-2022,CYNGN INC. - COMMON STOCK,US23257B1070,"Verkoop 80 @ 1,79 USD",,USD,143.20,USD,143.20,0c009e47-c1cd-46b2-b855-824821a5f441
21-04-2022,17:13,21-04-2022,CYNGN INC. - COMMON STOCK,US23257B1070,Valuta Creditering,1.0825,USD,142.00,USD,0.00,1a1092ec-0d35-4567-afd9-f1d20f73f6c4
21-04-2022,17:13,21-04-2022,CYNGN INC. - COMMON STOCK,US23257B1070,Valuta Debitering,,EUR,-131.18,EUR,176.52,1a1092ec-0d35-4567-afd9-f1d20f73f6c4
21-04-2022,17:13,21-04-2022,CYNGN INC. - COMMON STOCK,US23257B1070,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,307.70,1a1092ec-0d35-4567-afd9-f1d20f73f6c4
21-04-2022,17:13,21-04-2022,CYNGN INC. - COMMON STOCK,US23257B1070,"Koop 80 @ 1,775 USD",,USD,-142.00,USD,-142.00,1a1092ec-0d35-4567-afd9-f1d20f73f6c4
21-04-2022,16:59,21-04-2022,SWVL HOLDINGS CORP - CLASS A COMMON,VGG863021090,Valuta Debitering,1.0870,USD,-150.80,USD,0.00,3d24f77d-6e77-4507-9243-b76892a347fd
21-04-2022,16:59,21-04-2022,SWVL HOLDINGS CORP - CLASS A COMMON,VGG863021090,Valuta Creditering,,EUR,138.73,EUR,308.20,3d24f77d-6e77-4507-9243-b76892a347fd
21-04-2022,16:59,21-04-2022,SWVL HOLDINGS CORP - CLASS A COMMON,VGG863021090,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,169.47,3d24f77d-6e77-4507-9243-b76892a347fd
21-04-2022,16:59,21-04-2022,SWVL HOLDINGS CORP - CLASS A COMMON,VGG863021090,"Verkoop 20 @ 7,54 USD",,USD,150.80,USD,150.80,3d24f77d-6e77-4507-9243-b76892a347fd
21-04-2022,16:57,21-04-2022,SWVL HOLDINGS CORP - CLASS A COMMON,VGG863021090,Valuta Creditering,1.0818,USD,167.60,USD,0.00,56ac246d-4f7c-4c03-89a4-9154006d5586
21-04-2022,16:57,21-04-2022,SWVL HOLDINGS CORP - CLASS A COMMON,VGG863021090,Valuta Debitering,,EUR,-154.93,EUR,169.97,56ac246d-4f7c-4c03-89a4-9154006d5586
21-04-2022,16:57,21-04-2022,SWVL HOLDINGS CORP - CLASS A COMMON,VGG863021090,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,324.90,56ac246d-4f7c-4c03-89a4-9154006d5586
21-04-2022,16:57,21-04-2022,SWVL HOLDINGS CORP - CLASS A COMMON,VGG863021090,"Koop 20 @ 8,38 USD",,USD,-167.60,USD,-167.60,56ac246d-4f7c-4c03-89a4-9154006d5586
